#ProcessedFacebook0
#Walktrap
#Time taken 0.01562190055847168s
1,1
48,1
73,1
88,1
126,1
130,1
164,1
206,1
260,1
336,1
2,2
14,2
17,2
20,2
28,2
41,2
44,2
111,2
115,2
116,2
140,2
144,2
149,2
151,2
162,2
214,2
220,2
226,2
262,2
289,2
305,2
312,2
326,2
333,2
343,2
3,3
5,3
9,3
10,3
13,3
16,3
21,3
25,3
26,3
27,3
29,3
30,3
31,3
38,3
39,3
40,3
45,3
50,3
54,3
55,3
56,3
59,3
60,3
62,3
63,3
65,3
66,3
67,3
69,3
72,3
75,3
77,3
79,3
82,3
84,3
85,3
96,3
98,3
103,3
104,3
105,3
106,3
109,3
113,3
117,3
118,3
119,3
121,3
122,3
123,3
125,3
128,3
132,3
133,3
134,3
136,3
141,3
142,3
146,3
148,3
153,3
156,3
158,3
161,3
165,3
169,3
170,3
172,3
176,3
178,3
183,3
185,3
186,3
188,3
199,3
200,3
203,3
207,3
208,3
211,3
212,3
213,3
221,3
222,3
223,3
224,3
229,3
231,3
232,3
234,3
235,3
236,3
238,3
239,3
248,3
250,3
252,3
257,3
258,3
261,3
265,3
268,3
271,3
272,3
274,3
276,3
277,3
280,3
285,3
288,3
290,3
291,3
294,3
295,3
297,3
298,3
303,3
304,3
308,3
311,3
313,3
314,3
315,3
317,3
318,3
322,3
323,3
324,3
325,3
329,3
331,3
332,3
334,3
338,3
341,3
342,3
344,3
345,3
4,4
78,4
152,4
181,4
195,4
218,4
273,4
275,4
306,4
328,4
6,5
89,5
95,5
147,5
219,5
319,5
327,5
7,6
22,6
87,6
129,6
168,6
246,6
339,6
340,6
347,6
8,7
91,7
110,7
193,7
201,7
245,7
259,7
264,7
11,8
12,9
15,10
18,11
19,12
138,12
23,13
51,13
83,13
190,13
237,13
240,13
24,14
53,14
57,14
80,14
92,14
94,14
101,14
180,14
187,14
191,14
194,14
196,14
204,14
242,14
249,14
254,14
266,14
299,14
300,14
302,14
330,14
346,14
32,15
93,15
137,15
167,15
243,15
310,15
337,15
33,16
42,16
34,17
35,18
36,19
108,19
127,19
135,19
139,19
159,19
184,19
197,19
251,19
281,19
284,19
309,19
320,19
37,20
43,21
46,22
68,22
86,22
99,22
102,22
131,22
143,22
175,22
177,22
225,22
227,22
263,22
278,22
296,22
321,22
47,23
49,24
52,25
58,26
107,26
61,27
64,28
100,28
150,28
171,28
189,28
217,28
70,29
71,29
230,29
307,29
74,30
76,31
270,31
81,32
90,33
145,33
179,33
97,34
112,35
174,35
293,35
114,36
120,37
247,37
124,38
154,39
155,40
157,40
160,41
163,42
166,43
173,44
202,44
182,45
192,46
198,47
205,48
209,49
210,50
215,51
216,52
228,53
283,53
233,54
256,54
241,55
244,56
282,56
253,57
255,58
267,59
269,60
279,61
286,62
287,63
292,64
301,65
316,66
335,67
348,68
349,69
