#ProcessedFacebook0
#Walktrap
#Time taken 0.01562190055847168s
130,329
204,213
322,53
23,116
73,299
48,57
88,21
339,119
88,186
339,38
283,3
119,48
346,1
83,25
25,94
136,7
255,49
48,320
285,246
140,137
345,159
320,48
7,136
339,136
1,315
119,171
280,1
56,88
270,203
168,304
213,57
310,17
31,237
272,159
304,249
3,228
168,31
80,320
28,310
286,81
1,53
111,279
84,51
19,175
249,213
339,161
137,312
57,213
7,213
192,49
312,243
243,312
115,19
150,128
284,21
340,213
324,217
163,173
92,1
272,346
53,48
196,67
87,136
115,137
346,184
184,329
204,5
118,283
80,48
230,23
58,269
116,23
279,111
315,80
23,227
23,61
41,243
171,107
301,324
122,284
322,48
111,337
329,269
184,21
137,111
289,137
108,21
260,160
299,48
1,194
31,51
19,312
53,322
315,249
144,23
272,108
41,230
87,161
97,230
53,260
23,175
136,339
124,170
300,130
213,87
329,184
31,168
159,172
23,245
237,31
322,1
1,133
346,320
173,163
30,48
103,339
73,331
57,277
322,130
243,41
243,216
119,217
87,315
31,339
48,54
126,322
25,76
83,31
137,41
157,124
249,315
21,184
184,346
248,53
213,246
334,339
269,58
277,175
178,88
161,339
324,22
94,320
204,130
277,57
96,190
150,163
247,29
127,21
94,315
161,87
100,323
246,315
197,272
5,180
111,310
48,203
180,48
236,88
329,150
17,310
166,202
130,300
322,246
5,204
1,299
269,119
346,127
7,38
22,277
19,293
158,339
53,54
277,120
346,272
185,22
54,1
112,19
150,329
53,317
329,197
237,84
175,19
67,196
121,206
308,246
324,301
324,150
320,300
21,88
291,7
30,73
242,158
339,148
285,164
217,119
53,332
174,19
129,31
130,204
87,213
227,23
31,129
206,178
88,106
170,260
322,88
308,7
19,174
339,334
49,192
293,19
158,22
88,80
310,111
184,57
5,187
337,111
7,65
129,291
64,119
213,53
120,277
1,92
339,31
99,23
88,322
130,25
88,303
48,80
175,277
302,315
310,151
339,313
308,87
277,159
251,21
53,213
130,257
214,137
19,214
25,88
204,329
285,196
100,269
154,219
249,304
7,322
322,242
198,166
84,237
48,330
346,130
291,87
48,180
21,281
343,19
315,302
182,97
148,339
137,214
168,291
31,83
336,25
106,88
19,17
1,280
322,339
1,119
189,119
339,277
308,22
137,115
49,241
329,130
277,339
310,41
320,272
103,7
41,137
119,150
81,269
159,277
19,115
136,120
337,41
158,242
166,198
223,246
159,345
253,182
170,124
130,322
281,21
130,53
171,119
267,23
312,137
281,272
246,223
25,51
100,163
25,283
5,87
57,48
127,272
277,22
119,269
269,81
3,283
202,166
119,163
146,339
315,246
25,336
202,329
73,30
5,316
242,132
329,320
51,25
87,322
307,40
57,108
7,31
49,255
197,21
304,168
81,286
120,136
317,101
7,103
21,197
53,146
322,260
272,281
84,83
192,205
339,152
57,184
301,47
61,23
190,96
246,213
108,272
115,192
246,322
137,17
48,119
315,339
178,206
19,289
284,329
21,159
73,25
242,322
246,308
19,112
192,52
136,87
340,324
151,310
47,301
228,3
237,25
304,7
21,251
180,5
52,192
61,193
204,277
217,324
291,129
160,260
130,62
88,56
17,19
130,191
23,99
83,84
289,19
80,213
119,100
347,304
320,94
159,272
19,343
130,213
245,23
119,64
332,48
182,253
299,73
272,127
197,329
213,204
87,308
320,57
108,57
163,119
40,307
329,202
191,130
322,126
128,150
304,347
80,173
25,270
322,87
173,80
230,253
54,53
213,249
320,329
53,130
94,25
330,48
173,34
137,289
100,119
168,158
48,332
214,230
339,260
1,346
48,271
23,230
130,346
159,21
136,246
7,291
22,324
272,320
143,35
101,317
22,185
53,315
339,322
41,337
54,48
17,137
31,7
213,242
163,249
51,84
155,23
88,242
271,48
229,190
88,236
320,346
35,143
246,304
172,159
222,240
48,299
163,100
316,5
315,87
166,173
260,53
312,19
213,340
65,7
339,65
150,324
339,315
41,310
236,1
251,122
137,326
22,308
53,248
107,171
175,23
291,168
339,291
213,80
87,5
58,171
111,93
213,130
124,157
272,184
48,199
146,53
339,146
19,319
203,48
329,204
319,19
23,155
227,19
303,88
23,124
269,329
194,1
230,97
199,48
76,25
283,25
260,322
332,53
317,53
205,192
1,236
283,118
192,115
196,285
277,168
315,53
29,247
89,19
19,227
240,222
315,94
272,197
62,130
242,213
284,122
7,304
80,315
48,322
23,144
25,73
213,7
1,322
7,308
38,339
25,130
216,243
190,229
322,7
300,320
21,108
313,339
130,277
88,53
25,237
152,339
133,1
38,7
65,339
187,5
324,340
93,41
339,103
48,302
57,320
257,130
119,339
230,41
19,41
168,277
22,158
173,166
1,54
277,130
315,7
53,88
7,315
331,73
124,23
329,284
25,83
253,230
150,119
249,163
242,88
19,89
48,53
323,100
93,111
14,310
48,30
41,93
127,346
277,204
326,137
246,136
260,339
158,168
184,272
21,284
41,19
122,281
23,267
163,150
310,14
80,88
53,1
186,88
310,28
193,61
260,170
164,285
132,242
230,214
119,1
21,127
304,246
269,100
246,285
111,137
214,19
34,173
241,49
87,291
320,80
137,140
203,270
302,48
206,121
88,178
25,246
119,189
281,122
51,31
315,1
270,25
246,25
97,182
122,251
299,1
339,158
219,154
88,25
171,58
291,339
