#ProcessedFacebook0
#FastGreedy
#Time taken 0.0s
1,1
3,1
5,1
7,1
9,1
10,1
13,1
16,1
21,1
22,1
25,1
26,1
27,1
29,1
30,1
31,1
38,1
39,1
40,1
45,1
48,1
50,1
51,1
53,1
54,1
55,1
56,1
59,1
60,1
62,1
63,1
65,1
66,1
67,1
69,1
72,1
73,1
75,1
76,1
77,1
79,1
82,1
83,1
84,1
85,1
87,1
88,1
96,1
98,1
103,1
104,1
105,1
106,1
109,1
113,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
125,1
126,1
128,1
129,1
130,1
132,1
133,1
134,1
136,1
141,1
142,1
146,1
148,1
153,1
156,1
158,1
160,1
161,1
164,1
165,1
168,1
169,1
170,1
172,1
176,1
178,1
183,1
185,1
186,1
188,1
190,1
191,1
199,1
200,1
203,1
206,1
207,1
208,1
211,1
212,1
213,1
221,1
222,1
223,1
224,1
228,1
229,1
231,1
232,1
234,1
235,1
236,1
237,1
238,1
239,1
246,1
247,1
248,1
250,1
252,1
257,1
258,1
260,1
261,1
265,1
268,1
270,1
271,1
272,1
274,1
276,1
277,1
280,1
283,1
285,1
288,1
290,1
291,1
294,1
295,1
297,1
298,1
303,1
304,1
308,1
311,1
313,1
314,1
315,1
316,1
317,1
318,1
322,1
323,1
324,1
325,1
329,1
331,1
332,1
334,1
336,1
338,1
339,1
340,1
341,1
342,1
344,1
345,1
347,1
2,2
14,2
17,2
19,2
20,2
23,2
28,2
32,2
35,2
41,2
44,2
46,2
49,2
52,2
68,2
70,2
71,2
86,2
93,2
97,2
99,2
102,2
111,2
112,2
115,2
116,2
124,2
131,2
137,2
138,2
140,2
143,2
144,2
149,2
151,2
155,2
157,2
162,2
167,2
174,2
175,2
177,2
182,2
192,2
205,2
214,2
216,2
220,2
225,2
226,2
227,2
230,2
240,2
241,2
243,2
253,2
255,2
262,2
263,2
267,2
278,2
279,2
289,2
293,2
296,2
305,2
307,2
310,2
312,2
321,2
326,2
333,2
337,2
343,2
4,3
78,3
152,3
181,3
195,3
218,3
273,3
275,3
306,3
328,3
6,4
89,4
95,4
147,4
154,4
219,4
319,4
327,4
8,5
61,5
91,5
110,5
193,5
201,5
245,5
259,5
264,5
11,6
12,7
15,8
18,9
24,10
36,10
57,10
80,10
92,10
94,10
101,10
108,10
127,10
135,10
139,10
159,10
180,10
184,10
187,10
194,10
196,10
197,10
204,10
242,10
249,10
251,10
254,10
266,10
281,10
284,10
299,10
300,10
302,10
309,10
320,10
330,10
346,10
33,11
42,11
34,12
58,12
64,12
81,12
100,12
107,12
150,12
163,12
166,12
171,12
173,12
189,12
198,12
202,12
217,12
269,12
286,12
37,13
43,14
47,15
301,15
74,16
90,17
145,17
179,17
114,18
209,19
210,20
215,21
233,22
256,22
244,23
282,23
287,24
292,25
335,26
348,27
349,28
