#ProcessedFacebook0
#FastGreedy
#Time taken 0.0s
204,213
73,299
48,57
53,346
83,23
346,1
53,299
25,94
48,320
345,159
320,48
119,171
213,57
272,159
24,53
304,249
249,213
57,213
150,128
284,21
324,217
92,1
272,346
196,67
184,329
204,5
80,48
315,80
23,61
301,324
122,284
329,269
184,21
53,196
108,21
299,48
1,194
315,249
272,108
94,53
124,170
300,130
329,184
159,172
23,245
266,53
57,277
119,217
53,254
249,315
21,184
277,175
204,130
277,57
242,53
127,21
94,315
100,323
190,23
197,272
5,180
180,48
329,150
130,300
204,53
5,204
1,299
269,119
346,272
150,329
329,197
67,196
324,301
324,150
242,158
217,119
130,204
53,204
53,330
88,80
5,187
64,119
1,92
48,80
175,277
302,315
277,159
251,21
53,101
204,329
285,196
101,53
249,304
322,242
53,249
48,330
346,130
48,180
21,281
315,302
346,53
53,266
53,24
189,119
23,190
320,272
119,150
159,277
158,242
159,345
170,124
281,21
171,119
281,272
330,53
57,48
53,180
127,272
302,53
119,269
254,53
119,163
202,329
23,83
242,132
329,320
307,40
51,23
197,21
317,101
196,53
21,197
272,281
339,152
61,23
108,272
284,329
21,159
237,23
242,322
21,251
180,5
204,277
217,324
80,213
119,100
159,272
23,51
299,53
245,23
119,64
299,73
272,127
197,329
213,204
163,119
40,307
329,202
128,150
80,173
173,80
213,249
320,329
94,25
330,48
100,119
1,346
130,346
159,21
272,320
101,317
23,237
213,242
163,249
88,242
172,159
222,240
48,299
53,194
150,324
53,94
251,122
213,80
272,184
53,302
19,319
329,204
319,19
269,329
194,1
180,53
196,285
89,19
240,222
315,94
272,197
242,213
284,122
80,315
21,108
152,339
187,5
48,302
329,284
150,119
249,163
242,88
194,53
19,89
92,53
323,100
277,204
53,92
184,272
21,284
122,281
249,53
80,88
132,242
21,127
53,242
302,48
119,189
281,122
122,251
299,1
