#ProcessedFacebook0
#FastGreedy
#Time taken 0.0s
236,186,1
122,285,1
24,346,10
271,304,1
176,9,1
130,329,1
252,332,1
82,65,1
276,26,1
280,272,1
211,199,1
84,236,1
133,62,1
239,172,1
322,53,1
3,170,1
175,46,2
170,176,1
170,56,1
254,194,10
231,117,1
127,135,10
285,103,1
188,133,1
23,116,2
288,315,1
119,323,1
200,98,1
313,63,1
199,304,1
344,239,1
56,67,1
118,325,1
188,119,1
26,277,1
134,56,1
270,76,1
135,36,10
223,170,1
170,274,1
88,21,1
339,119,1
108,197,10
169,271,1
62,236,1
275,273,3
88,186,1
213,186,1
28,312,2
242,57,10
214,20,2
307,71,2
20,333,2
207,322,1
339,168,1
308,277,1
186,341,1
322,122,1
128,9,1
334,252,1
238,265,1
67,141,1
78,273,3
345,122,1
315,345,1
317,158,1
98,21,1
339,38,1
24,302,10
27,54,1
197,139,10
109,118,1
252,291,1
170,142,1
82,271,1
203,332,1
105,9,1
232,285,1
64,217,12
239,62,1
248,332,1
73,126,1
224,261,1
283,3,1
144,226,2
119,48,1
290,25,1
172,342,1
119,170,1
285,146,1
300,94,10
236,142,1
184,159,10
159,139,10
149,20,2
83,25,1
332,13,1
342,59,1
238,239,1
17,326,2
80,187,10
325,109,1
224,84,1
161,142,1
122,323,1
161,308,1
142,66,1
308,31,1
136,7,1
271,252,1
255,49,2
3,85,1
246,7,1
109,56,1
109,119,1
239,238,1
272,186,1
200,123,1
285,246,1
271,188,1
31,277,1
326,17,2
284,108,10
140,137,2
56,26,1
343,115,2
25,323,1
297,26,1
343,149,2
200,109,1
185,271,1
7,136,1
326,149,2
104,56,1
339,136,1
308,142,1
324,329,1
9,252,1
1,315,1
21,274,1
345,67,1
280,1,1
313,265,1
277,271,1
56,88,1
9,203,1
85,176,1
111,343,2
14,20,2
310,32,2
304,30,1
199,222,1
92,346,10
72,40,1
284,184,10
125,136,1
134,118,1
9,322,1
302,266,10
332,104,1
40,199,1
212,67,1
200,277,1
82,169,1
270,203,1
308,172,1
261,63,1
146,313,1
188,285,1
57,92,10
168,304,1
199,265,1
332,98,1
169,136,1
248,277,1
98,271,1
56,141,1
310,17,2
199,118,1
239,141,1
21,212,1
176,128,1
175,278,2
203,25,1
265,40,1
26,252,1
339,340,1
172,232,1
31,237,1
311,265,1
309,135,10
330,80,10
230,70,2
21,134,1
40,332,1
261,16,1
239,223,1
277,39,1
224,141,1
142,345,1
72,141,1
313,21,1
261,271,1
276,25,1
109,200,1
288,25,1
329,291,1
194,242,10
223,203,1
290,170,1
261,325,1
36,251,10
291,10,1
342,67,1
21,55,1
108,284,10
3,228,1
168,31,1
67,69,1
323,142,1
261,113,1
55,200,1
13,277,1
322,25,1
258,257,1
